1.278427656327026654e+02,5.716642359573440757e+01,4.041714274907780435e+01,2.857128153803986592e+01,1.805420761797262585e+01,1.331778404963759321e+01,9.779568972018024553e+00,7.966305293760023609e+00,7.401626808013622494e+00,6.831407074834518589e+00,6.223662757396133394e+00,6.279497434141481982e+00,5.865751324269586675e+00,5.899079896619040753e+00,5.514399887763518748e+00,5.112720788713711606e+00,4.998323213525843300e+00,4.242640687119284770e+00,3.464101615137755275e+00,2.297783953724308770e+00,2.000000000000000000e+00
1.729048389455259098e+02,7.732076038959080222e+01,5.467022322784462318e+01,3.865229551912869965e+01,2.443528607516009643e+01,1.865288996040840175e+01,1.494571885160016222e+01,1.466711676753244475e+01,1.112300594087381889e+01,1.090101697472383080e+01,1.074573742853105429e+01,9.947003121229530009e+00,8.230923938353958746e+00,8.306488418388175532e+00,6.262417831394841095e+00,5.515662717323059461e+00,5.508435090191873051e+00,4.242640687119284770e+00,3.464101615137754386e+00,2.569664297758484039e+00,2.000000000000000000e+00
1.989849240457820656e+02,8.898501739541073619e+01,6.291881874951414488e+01,4.448595227836388943e+01,2.812669526250435936e+01,1.987739574575741486e+01,1.403960868456530164e+01,1.145034332488736695e+01,1.096060360840926329e+01,9.796006798812765481e+00,8.069052741285844377e+00,8.270028046769020591e+00,7.726691509745967856e+00,8.080470746846170726e+00,7.078636052359946085e+00,5.995303326090430929e+00,4.816637831516918489e+00,4.242640687119284770e+00,3.464101615137754386e+00,2.199887763691481091e+00,2.000000000000000000e+00
1.499522840686138920e+02,6.705548066318952749e+01,5.028761004620874786e+01,3.555266707040572527e+01,2.247307129181512053e+01,1.673832783494325582e+01,1.239705576427872202e+01,1.010990480400062630e+01,9.136068187983488187e+00,8.160422144034315650e+00,7.439236322484291897e+00,7.162606799192879237e+00,7.200666380632214647e+00,6.426680979499159285e+00,5.614165543391408164e+00,5.078954089956644324e+00,4.971705657302847747e+00,4.242640687119284770e+00,3.464101615137754386e+00,2.283481051877968682e+00,2.000000000000000000e+00
1.808620770271216145e+02,8.087982098096672701e+01,5.718709304641372881e+01,4.043176006800788969e+01,2.779098269114202679e+01,2.110167643240118451e+01,1.490852024361755213e+01,1.369620654759111034e+01,1.185235846411966243e+01,1.059309697896647151e+01,1.064134941187922401e+01,9.852972592745805613e+00,9.601044274959114944e+00,8.578144721551280938e+00,6.735558292372629374e+00,5.112720788713711606e+00,4.343133651795137773e+00,4.242640687119284770e+00,3.464101615137755275e+00,1.941286954914783758e+00,2.000000000000000000e+00
1.044348426577183488e+02,4.669663525465055187e+01,3.301239395860913817e+01,2.403081778337212882e+01,1.560967459974162708e+01,1.188225480343244556e+01,9.308675817593803359e+00,8.004196612248026810e+00,8.124992265542482883e+00,7.782784251766742045e+00,7.093908794978506016e+00,6.266872299876810715e+00,6.389543193158025325e+00,6.146758310025118632e+00,5.807999597060204522e+00,5.006711826183044778e+00,4.732764043343443916e+00,4.242640687119285658e+00,3.464101615137754386e+00,2.154470258854261910e+00,2.000000000000000000e+00
1.545343543166413269e+02,6.910475131016298178e+01,4.885966271488081958e+01,3.454272641078720341e+01,2.183422091699858214e+01,1.542507934408324921e+01,1.159614569372336490e+01,8.873136516876346747e+00,8.645556297865713447e+00,7.722035508998558839e+00,7.760773627399393249e+00,7.483198546838856657e+00,7.541164519931858656e+00,7.197056091718130766e+00,6.575729880681470796e+00,5.027025553495123589e+00,4.914352159019247601e+00,4.242640687119284770e+00,3.464101615137754386e+00,2.252617525077374339e+00,2.000000000000000000e+00
1.603059574607852369e+02,7.168582237759730447e+01,5.068530333529214005e+01,3.583394168874786345e+01,2.265107722633851139e+01,1.600222392106154246e+01,1.208049108019199913e+01,9.207873795334696965e+00,9.041232646406824003e+00,8.075458044106387234e+00,7.361546129631397761e+00,7.179782030145331895e+00,7.363595272643843614e+00,7.365646127793660902e+00,6.295102906385550590e+00,5.701998862846757277e+00,5.575665578855166338e+00,4.242640687119284770e+00,3.464101615137754386e+00,2.605220146487011945e+00,2.000000000000000000e+00
1.341450707158503519e+02,5.998541478394925974e+01,4.241049367319970997e+01,2.998082632629657596e+01,1.894729183864792432e+01,1.338094675416460433e+01,1.077332261963851678e+01,9.437914416001547124e+00,8.430834872105602784e+00,8.643133414195178332e+00,8.068984706288468089e+00,7.467145939546801614e+00,7.591314929628580899e+00,7.038295564753196842e+00,6.514273112937784660e+00,6.078917620483083262e+00,5.999999999999999112e+00,4.242640687119284770e+00,3.464101615137753942e+00,2.828427124746190291e+00,2.000000000000000000e+00
1.663968842086853499e+02,7.440998683660586721e+01,5.261178550814838673e+01,3.719594615341652855e+01,2.351431369825919759e+01,1.661324000664827238e+01,1.260363298730260162e+01,1.027603392043463515e+01,9.467424974116299907e+00,8.947510108487911396e+00,8.583647905758649443e+00,9.024202741558985608e+00,7.770249298416317174e+00,7.806691875221276611e+00,6.869582755462010581e+00,5.679144981771199419e+00,4.780560806327265766e+00,4.242640687119285658e+00,3.464101615137754386e+00,2.180370430810709248e+00,2.000000000000000000e+00
