2.105196110287387568e-01,2.385528277595212743e-01,2.715820387974820505e-01,6.328583751779317534e-01
2.038792903818233138e-01,1.500142326794696168e-01,2.973182542615449564e-01,6.574812614496676755e-01
2.549023772676836663e-01,2.606859424265616787e-01,2.970178892115913349e-01,6.533037769192193700e-01
2.024306655564154511e-01,2.361686729008080077e-01,2.759334805821283543e-01,6.472012496193164655e-01
2.019005853570591813e-01,2.346975771479323514e-01,2.837117197509717581e-01,6.520207297962393733e-01
1.960897073759982068e-01,2.408687128196217997e-01,2.687999245427150630e-01,6.350837214816692500e-01
2.995481161340360354e-01,3.034591982751257966e-01,3.165011720761292668e-01,6.360251302984182287e-01
1.945254146709090026e-01,1.406661079426286820e-01,2.877656946684072903e-01,6.501491685448741453e-01
1.846277618408151966e-01,1.179191691376299533e-01,2.892496399416740194e-01,6.406542422115847346e-01
3.175745063702627990e-01,1.775513317057298424e-01,2.867113459910677897e-01,6.569310446804262904e-01
2.975108908076882219e-01,2.346277491727708775e-01,2.984903092192460194e-01,6.477503891388888269e-01
2.518336894717833618e-01,1.672650468290693970e-01,3.049307158716964561e-01,6.647947509034718427e-01
2.323967678459366581e-01,1.517033208084696272e-01,3.024613152157173968e-01,6.675357123251259850e-01
2.362505940566227147e-01,1.619878843911001232e-01,2.998681454681912384e-01,6.478874998518137085e-01
2.292459965740635819e-01,1.626946403839881206e-01,3.070136957135659039e-01,6.670425947955664903e-01
2.487855262344106921e-01,2.590025219050043348e-01,2.813955881583395380e-01,6.368469365899150914e-01
1.997366769689922217e-01,1.430103203619396968e-01,2.966861558232469220e-01,6.585701432261492627e-01
2.092785384164679019e-01,1.418424840634500139e-01,2.898863734168073969e-01,6.598043110602889172e-01
2.169269712755449719e-01,1.617682937937757748e-01,2.981874455439177951e-01,6.559962609347298468e-01
2.248112670981791128e-01,1.530243923663387462e-01,2.985051658675485498e-01,6.721118284661290465e-01
2.316581734137451720e-01,1.409780461069413404e-01,2.714885065979458223e-01,6.418546256920275583e-01
2.066038319509819199e-01,1.495858835580935742e-01,2.886394202823602262e-01,6.408107169963432881e-01
2.601902674922622616e-01,2.103385462818606055e-01,3.257786754125609474e-01,6.757054578047437809e-01
1.900284046076341493e-01,1.135637595777050229e-01,2.976429493056005349e-01,6.635710350225939580e-01
2.445164909862911351e-01,1.650183835725007320e-01,3.053104899514236803e-01,6.586087006280391121e-01
2.129581039680672472e-01,1.505066770469867532e-01,2.981955202502882818e-01,6.596860396966062190e-01
1.551440815403178908e-01,1.059090673231485730e-01,2.841506798088120345e-01,6.450317516150361197e-01
2.215378368487921079e-01,1.732859768572959647e-01,2.994004665139095578e-01,6.625333870784643198e-01
2.264760103653890855e-01,1.512342449702039626e-01,3.024528772533192078e-01,6.625056139932603561e-01
2.277762006444974674e-01,2.563569564650614585e-01,2.806487141661552220e-01,6.286286610975410083e-01
1.647294277635286130e-01,1.064778929721368339e-01,2.772202870347441062e-01,6.476115981152694712e-01
1.748342410818728709e-01,2.251835517268113429e-01,2.642595325310215792e-01,6.350305887704218444e-01
2.195930014055551827e-01,1.506143127390818792e-01,2.970563867809647984e-01,6.600725580487799560e-01
2.156822853164080400e-01,1.570162895833615568e-01,3.232038907226492119e-01,6.810522671524699145e-01
2.327492029991868605e-01,1.682878551617070229e-01,3.019932806374288625e-01,6.624633694140724671e-01
2.269333717228956548e-01,1.577364760651745190e-01,3.036763074126231921e-01,6.664534439334328653e-01
1.850573832844364663e-01,1.158761905178502249e-01,2.946440348709361001e-01,6.519310276355524403e-01
2.647624148001138655e-01,2.685772268447527145e-01,3.031966691961297533e-01,6.532772922802504434e-01
2.117600058287137932e-01,1.566374062273264145e-01,3.161168371014243528e-01,6.763754086873230431e-01
2.197782796781755921e-01,1.358580704269889694e-01,2.953683754769848568e-01,6.480459996396915612e-01
2.133848691122280927e-01,1.441674933916209100e-01,2.999751851148108051e-01,6.576670014978074352e-01
2.370127428620543986e-01,1.682552851050264642e-01,3.045835103214585282e-01,6.577832756463710684e-01
2.381381880632015557e-01,1.637856489774517366e-01,3.127291265293826172e-01,6.625859901847601652e-01
2.184703211745519513e-01,1.473543199855995023e-01,2.930724046481890110e-01,6.510184848517176492e-01
2.307947944771932824e-01,1.650271871774166288e-01,3.027186178250169113e-01,6.493224571701331493e-01
1.911705563788184403e-01,1.411057359163903901e-01,2.623337879381514304e-01,6.160349146163096590e-01
2.026216132107358792e-01,1.527882927758509313e-01,2.747729192846005697e-01,6.340754440936789971e-01
1.958176515939069606e-01,2.332194993999024690e-01,2.561221844748268750e-01,6.242462635811223404e-01
1.849746200837526777e-01,2.287282429069672496e-01,2.737990444013697622e-01,6.386883358188608639e-01
1.795227202031910441e-01,1.221229294869123905e-01,2.838120505779611613e-01,6.446215995193023129e-01
2.011485271295768429e-01,1.554909945363260881e-01,2.817576585014754942e-01,6.249121177326287802e-01
2.207723235446541754e-01,2.486627737510992697e-01,2.730801316900737241e-01,6.332854271914538646e-01
2.633967382236887533e-01,2.704231708895232233e-01,2.912527972451565694e-01,6.443115197076921818e-01
2.572024188603617145e-01,2.643211928649416009e-01,3.074718068235808288e-01,6.572648654495261145e-01
2.346863851125612077e-01,1.597546349696898627e-01,3.074723622536678080e-01,6.572253440658125667e-01
2.826127057867329206e-01,2.730065209812909677e-01,2.971109784570103440e-01,6.514244952023658941e-01
