1.431370356415415934e-01,1.261183043256745018e-01,1.053004690618500466e-01,2.736385730467807420e-01
2.386253304915055551e-01,1.461104544397102134e-01,7.709493447388215959e-02,1.580422064612816146e-01
5.011333276147484500e-02,4.103459320480795647e-02,3.315345902968700603e-02,2.188627718605488659e-01
9.209175307779958464e-02,5.747473689599031516e-02,2.926813617654509814e-02,1.797488621408805665e-01
5.038040742817165296e-02,3.835805739070400483e-02,2.832647686612102880e-02,1.950818732681757484e-01
5.578880842019275088e-02,4.279920161220258923e-02,3.706350446033813972e-02,1.633735098205668923e-01
4.353708511345136256e-01,2.824722198658880523e-01,2.059575197575980454e-01,2.817387216385416338e-01
6.916324180165210611e-02,4.686871703742143819e-02,3.446526519724094767e-02,1.727475232553994100e-01
4.699706652635350368e-01,3.017302239915134465e-01,1.850783412395666794e-01,2.310105257177284543e-01
6.151715532732391356e-01,4.050739984747792066e-01,2.548043763388859184e-01,2.744359982481343607e-01
1.920669658535793523e-01,1.272802289695874334e-01,7.339738963878561506e-02,1.857072172988012693e-01
2.736463567931012864e-01,1.864677190590931233e-01,1.109411007251383807e-01,2.346868506235696983e-01
2.550860459692658178e-01,1.581196419222038185e-01,7.586543048909780151e-02,1.997623435667948144e-01
3.214216591876319362e-01,2.132708054697577127e-01,1.025480066327148637e-01,2.361091135667581220e-01
1.860569717334560891e-01,9.107124525385335012e-02,5.888697152717860955e-02,1.951572770710491844e-01
1.785634097006021659e-01,1.051562566675226518e-01,8.115377773819217044e-02,2.032799785644895940e-01
4.189366686776584414e-01,3.311130417546490068e-01,1.781992537819474254e-01,9.506644916996462302e-02
1.387121924078576207e-01,1.112552186740434351e-01,9.523564064944392560e-02,2.609579596320288908e-01
1.094001847163128260e-01,6.935623044247696267e-02,4.127867257068788820e-02,2.097423134416188106e-01
3.103515571381216809e-01,2.874743698090405641e-01,2.540294290386763132e-01,3.737777477019454953e-01
4.193436020780257345e-01,2.324617420963319414e-01,1.757918592477415443e-01,2.782773285859598267e-01
1.297336038576965833e-01,1.170083024289287343e-01,1.011946046331996113e-01,2.667178606119152695e-01
6.640828254926016694e-01,4.121668251476696687e-01,2.237125628511184572e-01,2.795128572666407130e-01
3.384755213412886654e-01,2.345906216011015566e-01,2.017639768086588736e-01,3.198349839841235775e-01
6.243998817038938220e-01,4.244929954788976278e-01,2.519636412217329258e-01,2.998527833955811905e-01
2.987639977983147510e-01,1.841159900121910886e-01,1.227872652292418820e-01,1.996962916764163376e-01
5.295409854852992787e-02,3.745214416724502310e-02,2.416776677214810959e-02,1.903413987398585305e-01
6.534588492740837085e-01,4.393879134084714422e-01,2.199727866398335230e-01,1.608871577422469612e-01
1.828876494328690316e-01,1.072751518017192318e-01,5.348245761228764134e-02,2.007727937985099298e-01
2.226299585580713558e-01,1.656030200333696301e-01,1.433444959976153121e-01,2.513251346101625927e-01
1.035543421180498969e-01,8.501449953942231963e-02,7.044427881396225777e-02,1.724312128971405567e-01
1.496745701053532884e-01,1.172477687165921073e-01,9.028990165824124503e-02,2.105784421188793276e-01
6.719356210804422469e-01,4.910875717975983212e-01,3.001322621385068556e-01,3.568119930441325804e-01
6.886882013642025013e-01,4.209244389467887149e-01,2.209803704857427331e-01,1.801851847951771446e-01
9.150544760671572297e-02,6.885625170404843787e-02,4.857727477401151822e-02,1.859902601207598094e-01
2.340248128169232500e-01,1.987347879280727536e-01,1.410515392475784890e-01,2.131480887971277660e-01
3.797305770994523488e-01,2.950130445437608162e-01,2.055120864421705051e-01,1.623560520264706042e-01
1.694590567616565957e-01,1.078176480563091677e-01,9.362988101006962383e-02,1.781993865778041253e-01
4.882867380396137547e-01,3.466726205785720105e-01,2.617152441063142487e-01,2.949752891459744286e-01
2.345398785923311635e-01,1.584991827135256437e-01,9.661947987916766345e-02,2.239054706963134744e-01
1.565473586464193878e-01,1.334603594117747538e-01,1.187982982997846798e-01,2.554133694399853827e-01
1.288481223028431488e-01,1.096686187777057980e-01,9.368408579773064571e-02,2.277368957084997259e-01
6.402711156181688235e-02,5.412217644461038424e-02,5.032218544125857673e-02,1.980094517928104036e-01
1.921087403240434033e-01,1.266948687829790310e-01,6.689462710528330802e-02,2.175859901116792006e-01
4.595049048875941011e-01,3.445164278549565084e-01,2.410381195895368589e-01,3.155506610386976107e-01
4.316420162130302218e-01,3.520785392143525039e-01,3.164543898490535523e-01,4.090875841468510354e-01
8.141197769010743990e-02,6.741779773001815856e-02,5.045224120000307844e-02,1.833199761447085185e-01
7.984777893695298168e-02,5.982030375096256819e-02,4.446993967462740949e-02,1.621358856174240082e-01
7.387135311434610274e-02,5.643283912119746726e-02,4.594271784790555230e-02,2.116696141308716528e-01
1.076141216279991319e-01,8.658052243541157489e-02,7.629464176374464723e-02,1.338033037355044752e-01
1.602166006575507784e-01,1.243725590473827858e-01,9.806794225933772313e-02,2.401656419397350806e-01
1.137901438185065922e-01,8.773709872952376032e-02,6.586342931030120251e-02,2.173790225547696520e-01
3.456908919747609943e-01,2.201565245798509096e-01,1.068305879307863415e-01,2.264960012421544655e-01
1.958806938401847775e-01,1.084645350329958291e-01,4.693493669796955370e-02,2.005948877690410526e-01
7.300420316700043655e-01,4.785332407726247683e-01,2.658739068025860464e-01,2.106264753068491924e-01
2.859014218123683837e-01,2.579590440144043928e-01,2.322446696747230421e-01,4.072048566623164834e-01
