1.148118990793797778e+01,5.123436619130315783e+00,3.623976951441691075e+00,2.607103872852263304e+00,1.679422383002772801e+00,1.237737638624517134e+00,8.914523353624997926e-01,7.396648550158293478e-01,6.820413883010887357e-01,6.058802900418231996e-01,5.780288516350028383e-01,5.364489255877112894e-01,5.297622338358249916e-01,4.903862855057276038e-01,4.079268569039122827e-01,3.140434154231202535e-01,2.676586273986744646e-01,1.872239591697797689e-01,3.528162242981435770e-01,3.033527099516181713e-01,2.459927863629595979e-01
2.710378520571785188e+01,1.208831472552543751e+01,8.611695206679963022e+00,6.097663953196382103e+00,3.861559436529275136e+00,2.748978860895019416e+00,1.939103477089882954e+00,1.603756792841016132e+00,1.389266359831518693e+00,1.222786731649595948e+00,1.149694625216474142e+00,1.042032913531682148e+00,9.864225872757583780e-01,8.915160085698914383e-01,6.405866479780388811e-01,4.440825929818563722e-01,3.252651418240480874e-01,2.259859134204550424e-01,3.734312892385804328e-01,1.914975027048752831e-01,1.180962524092191018e-01
2.649391359282105540e+01,1.181473929129251665e+01,8.324379858355865025e+00,5.905818175933424286e+00,3.762300842381978594e+00,2.696739689125346118e+00,1.861529182079798339e+00,1.498663288271950833e+00,1.289898176601709245e+00,1.142655239116679988e+00,1.066224799919361921e+00,9.449208797775208168e-01,9.420685163184916444e-01,8.033491212211203436e-01,5.342867200870029532e-01,3.694204566015478752e-01,3.054407929397345289e-01,2.174836846769226673e-01,3.523062065415414890e-01,2.942165829369673413e-01,2.269021895300259994e-01
2.819068467059512528e+01,1.257565268271716796e+01,8.943194305906445152e+00,6.358424567325001497e+00,3.958096579054627195e+00,2.793636805881578145e+00,1.937694732567556422e+00,1.560742953848795356e+00,1.351103954303235044e+00,1.231209326113953617e+00,1.111003405006563804e+00,9.819743734694806880e-01,9.346273786103956871e-01,7.902871385603023047e-01,5.656854249492380138e-01,3.411590972963734480e-01,2.630278451326688027e-01,1.808800536954261740e-01,3.588824552494730979e-01,2.452031147315393289e-01,1.937831342356368669e-01
2.839889117790987783e+01,1.270685976376994475e+01,8.984112888756529358e+00,6.332372224039090725e+00,3.978403355325037971e+00,2.801704404790753777e+00,1.970519156089544088e+00,1.674153145877279592e+00,1.443063404536209404e+00,1.276368397282892087e+00,1.177502010934555310e+00,1.061527816403061042e+00,1.107331454920580160e+00,9.419833049448677054e-01,6.699841869653140325e-01,4.292552231612762892e-01,3.286710990610897665e-01,2.552859968171778959e-01,3.733639881864307397e-01,3.257644071711822686e-01,2.787945534999284880e-01
9.822641324800223117e+00,4.657218072703667389e+00,3.978268154664972744e+00,3.478577751588140643e+00,2.743656980156695013e+00,2.053974204110211144e+00,1.410522631060040721e+00,1.177661390131434560e+00,1.116093429148678817e+00,1.058341012382454593e+00,1.029527187211816575e+00,1.011245362771761469e+00,9.880532671689340463e-01,9.532555683820135295e-01,8.583259326076991824e-01,7.240427425092125224e-01,5.375954521807745357e-01,4.359170921995305648e-01,4.910699356600058407e-01,4.252652326645752767e-01,3.751258727943197480e-01
2.717387743502163033e+01,1.211974690344579386e+01,8.540811866338641423e+00,6.031451385179449787e+00,3.852366969871335645e+00,2.706418281053888819e+00,1.877844869289283292e+00,1.543496475094502385e+00,1.360525080698108846e+00,1.190581679275607874e+00,1.110221259824057949e+00,1.008085173937091072e+00,9.584734508016521382e-01,8.516289392243412415e-01,6.303679905639504311e-01,3.591343899648160587e-01,2.953691880212629406e-01,1.951900745411349614e-01,3.784426279120799430e-01,2.361063330500723090e-01,8.740607592558823080e-02
9.736526614676250801e+00,4.294611377522092432e+00,2.968927713461588347e+00,2.004597153534719123e+00,1.121876841630778499e+00,7.300327105909145686e-01,5.005867489354201005e-01,4.093821562753923726e-01,3.640276481890643012e-01,3.407365104843799175e-01,3.107187689995295488e-01,2.941294333428004504e-01,2.883099767968302363e-01,2.626073641660251479e-01,2.079622935860982735e-01,1.810231888717923343e-01,2.067385967588203088e-01,1.554825474407367236e-01,3.383238077087539208e-01,2.245970441969664111e-01,1.027079528528663105e-01
2.049743081756586705e+01,9.355164663803966718e+00,7.074760834397485709e+00,5.601705698334698447e+00,4.406226141314574463e+00,3.280361266015115795e+00,2.423721787296744257e+00,2.024683796848432582e+00,1.706822816581671454e+00,1.605141186557209831e+00,1.449034202556715556e+00,1.380665613944215719e+00,1.207118956334184867e+00,1.115818743874361862e+00,8.164565777132088975e-01,5.307206237087573886e-01,4.147132934753784417e-01,3.001408694622885731e-01,4.053746519503097501e-01,2.698916106170798912e-01,1.309415098902776409e-01
2.871482810490504178e+01,1.281066530974690387e+01,9.058612085898456456e+00,6.405554955115563054e+00,3.964292648829303101e+00,2.812126825207942549e+00,1.982275780821688649e+00,1.649159834289141591e+00,1.432649970988782107e+00,1.277558471675672935e+00,1.151924250479329226e+00,1.116385230536960149e+00,1.026990275336854497e+00,9.118659675390021757e-01,6.811221924689117024e-01,4.304579734316880679e-01,2.932909602175503005e-01,2.451607050187721015e-01,1.664602090899271747e-01,2.905177285866500925e-01,2.067986467255203686e-01
