6.369950502400064885e+00,3.072428591685785193e+00,2.342789051185782512e+00,1.885418519986427732e+00,1.485331146810012326e+00,1.185717100918679989e+00,9.693952679309462139e-01,8.850094106538031191e-01,8.253521942439505654e-01,8.078945742236178784e-01,7.961588438769869880e-01,7.951156097792219102e-01,7.580631664016158622e-01,7.399005992982286006e-01,6.721509430011769481e-01,6.410494390355191419e-01,5.910215957750651894e-01,5.183576990010685392e-01,5.593607163878581146e-01,4.467587079051928423e-01,2.934527173943810019e-01
5.904002702780468681e+00,3.028973163696179860e+00,2.370418277060001078e+00,1.876670727603060973e+00,1.385905438448432614e+00,1.050985038061815091e+00,7.602105816124709037e-01,6.567322624956705157e-01,5.647874380959951868e-01,5.434889366062622962e-01,5.346980541491936911e-01,5.189561134236098106e-01,4.693439493914868810e-01,4.536717227967517196e-01,3.519638806150282573e-01,2.852124503118897980e-01,2.613782162654231245e-01,1.932240334708244522e-01,3.702620571606158317e-01,2.874732942181631445e-01,2.440932244045454502e-01
6.776672606505306007e+00,4.124730945926989634e+00,3.531449375214257280e+00,3.050870433481036148e+00,2.412656663305780658e+00,1.856208516850196943e+00,1.387147740384511385e+00,1.198283185396309181e+00,1.066590529678864252e+00,1.038207974892788821e+00,1.011500620761017988e+00,1.005005424693925731e+00,9.241975889352552764e-01,8.815497925758387643e-01,7.064202454562554800e-01,5.292835672826923243e-01,4.200857231265271996e-01,2.825041924149233608e-01,4.498462613068322513e-01,3.338869428468664857e-01,2.875771650550440484e-01
4.205253203786545768e+00,2.220450995471303646e+00,1.779272255193480534e+00,1.453519328526993171e+00,1.108668462783467090e+00,8.154621491223074115e-01,5.841876760219851805e-01,4.908201153751253765e-01,4.261341212759366948e-01,4.073096346178407545e-01,3.890943588563747779e-01,3.761903364623673807e-01,3.408218451363447810e-01,3.330103531306825571e-01,2.397131001034845110e-01,2.009748673394172458e-01,2.094098494814507216e-01,1.398327930024556298e-01,3.449563025424790541e-01,2.676201321433976932e-01,2.036782892932052780e-01
5.288163600338722681e+00,3.124357635673514988e+00,2.642105810708107683e+00,2.268752466919252253e+00,1.745848282751489844e+00,1.302013700772821414e+00,9.281449258499914201e-01,7.948764368999479135e-01,6.778385781177709291e-01,6.533958836208957344e-01,6.444180806064299105e-01,6.212006108088407030e-01,5.577172456083701046e-01,5.298926710392195538e-01,3.909516786988671555e-01,2.927731446276952143e-01,2.562520118607026776e-01,1.622598744253043179e-01,3.523406237263020380e-01,2.787467540736693894e-01,1.564702773871359531e-01
5.840375573180768498e+00,3.414514330252621743e+00,2.879691024694793100e+00,2.442098896335384683e+00,1.899429754094477341e+00,1.444913020183713703e+00,1.035849921953362562e+00,8.804911944951497871e-01,7.555592460653570708e-01,7.276941937936363125e-01,6.987104544030192654e-01,6.746666117063455648e-01,6.135694391396481207e-01,6.024628634275888128e-01,4.576801194725246824e-01,3.554120631098295902e-01,3.138435108798839912e-01,2.581951490099477775e-01,4.027816444508005578e-01,3.620840682457170945e-01,3.502646288356976445e-01
4.328395907186481040e+00,2.114145608899021589e+00,1.599839180714275555e+00,1.234457994757461874e+00,8.905354590988842078e-01,6.622832501349072976e-01,4.694686045744909664e-01,3.875159956387050353e-01,3.215319305603277500e-01,3.015719788707362237e-01,2.975820559380422115e-01,2.759808413466040555e-01,2.566065959139107178e-01,2.466416235979953242e-01,1.864481865400224869e-01,1.755983096915733344e-01,2.019586499071836239e-01,1.370669305446588770e-01,3.428211502815975420e-01,2.503657969959666718e-01,1.748786024733192945e-01
5.210914345267091186e+00,2.732578714373726569e+00,2.179770025274259559e+00,1.786357626609403448e+00,1.360147307196131417e+00,1.029284368412664241e+00,7.662498653578785346e-01,6.561831758750670263e-01,5.759904543718455949e-01,5.565849446743034168e-01,5.469461271257990420e-01,5.429688297025704324e-01,4.872243849937805682e-01,4.688586466861053847e-01,3.664034770683418651e-01,2.759061907018469650e-01,2.488007083540182407e-01,1.828880152698657557e-01,3.600405953777381929e-01,2.956796096877086222e-01,2.306214465487104459e-01
2.282672068295282575e+00,8.705877986851611183e-01,6.558413992727170072e-01,5.100920513002651369e-01,3.912005605610910930e-01,3.077519982912889085e-01,2.445234404252061011e-01,2.253779646166990391e-01,2.086695553077380638e-01,2.040820009752998820e-01,2.054324651269242574e-01,1.962910869813710435e-01,1.960135028067090945e-01,1.956545268074179611e-01,1.822461688100541766e-01,1.953903703967357908e-01,2.315583325068635290e-01,1.491620696369220234e-01,3.517963426275664274e-01,2.971278983097069837e-01,1.618755679771122225e-01
5.184683795223900660e+00,2.591477401788856216e+00,2.014317886614414910e+00,1.586470266751454972e+00,1.174162257229686590e+00,8.698462668520376972e-01,6.152311689450440380e-01,5.210513589125566059e-01,4.536278371460849557e-01,4.272964518021951097e-01,4.083211114240663520e-01,4.001477760042094212e-01,3.647726761219858282e-01,3.484497937488801877e-01,2.733877594142802847e-01,2.144151924355290895e-01,2.192483138781289587e-01,1.544365423703184248e-01,3.485809415611901274e-01,2.751736123600416750e-01,2.107420872884857854e-01
